Chat	Chat
MeshPart	ReplicatedStorage.enemyProjectiles.Warrior Overlord.newHelmet1.ArmorMesh
CFrameValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.newHelmet1.ArmorMesh.qRelativeCFrameWeldValue
Part	ReplicatedStorage.enemyProjectiles.Warrior Overlord.newHelmet1.Handle
Attachment	ReplicatedStorage.enemyProjectiles.Warrior Overlord.newHelmet1.Handle.HatAttachment
Vector3Value	ReplicatedStorage.enemyProjectiles.Warrior Overlord.newHelmet1.Handle.OriginalSize
StringValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.newHelmet1.helmet
StringValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.newHelmet1.imageId
Script	ReplicatedStorage.enemyProjectiles.Warrior Overlord.newHelmet1.qPerfectionWeld
Accessory	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightFoot
MeshPart	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightFoot.ArmorMesh
CFrameValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightFoot.ArmorMesh.qRelativeCFrameWeldValue
Part	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightFoot.Handle
Vector3Value	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightFoot.Handle.OriginalSize
Attachment	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightFoot.Handle.RightAnkleRigAttachment
CFrameValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightFoot.Handle.qRelativeCFrameWeldValue
MeshPart	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightFoot.RightFoot
StringValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightFoot.chest
Script	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightFoot.qPerfectionWeld
Accessory	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightForearm
Part	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightForearm.Handle
Vector3Value	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightForearm.Handle.OriginalSize
Attachment	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightForearm.Handle.RightElbowRigAttachment
CFrameValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightForearm.Handle.qRelativeCFrameWeldValue
Model	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightForearm.Model
MeshPart	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightForearm.Model.ArmorMesh
MeshPart	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightForearm.Model.ArmorMesh
CFrameValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightForearm.Model.ArmorMesh.qRelativeCFrameWeldValue
MeshPart	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightForearm.RightLowerArm
CFrameValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightForearm.RightLowerArm.qRelativeCFrameWeldValue
StringValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightForearm.chest
Script	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightForearm.qPerfectionWeld
Accessory	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightGlove
MeshPart	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightGlove.ArmorMesh
CFrameValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightGlove.ArmorMesh.qRelativeCFrameWeldValue
Part	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightGlove.Handle
Vector3Value	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightGlove.Handle.OriginalSize
Attachment	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightGlove.Handle.RightGripAttachment
CFrameValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightGlove.Handle.qRelativeCFrameWeldValue
MeshPart	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightGlove.LeftHand
StringValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightGlove.chest
Script	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightGlove.qPerfectionWeld
Accessory	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightShoulder
Part	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightShoulder.Handle
Vector3Value	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightShoulder.Handle.OriginalSize
Attachment	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightShoulder.Handle.RightShoulderAttachment
CFrameValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightShoulder.Handle.qRelativeCFrameWeldValue
MeshPart	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightShoulder.LeftUpperArm
CFrameValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightShoulder.LeftUpperArm.qRelativeCFrameWeldValue
Model	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightShoulder.Model
MeshPart	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightShoulder.Model.ArmorMesh
MeshPart	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightShoulder.Model.ArmorMesh
CFrameValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightShoulder.Model.ArmorMesh.qRelativeCFrameWeldValue
StringValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightShoulder.chest
Script	ReplicatedStorage.enemyProjectiles.Warrior Overlord.rightShoulder.qPerfectionWeld
Accessory	ReplicatedStorage.enemyProjectiles.Warrior Overlord.upperLeftLeg
MeshPart	ReplicatedStorage.enemyProjectiles.Warrior Overlord.upperLeftLeg.ArmorMesh
CFrameValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.upperLeftLeg.ArmorMesh.qRelativeCFrameWeldValue
Part	ReplicatedStorage.enemyProjectiles.Warrior Overlord.upperLeftLeg.Handle
Attachment	ReplicatedStorage.enemyProjectiles.Warrior Overlord.upperLeftLeg.Handle.LeftHipRigAttachment
Vector3Value	ReplicatedStorage.enemyProjectiles.Warrior Overlord.upperLeftLeg.Handle.OriginalSize
MeshPart	ReplicatedStorage.enemyProjectiles.Warrior Overlord.upperLeftLeg.LeftUpperLeg
CFrameValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.upperLeftLeg.LeftUpperLeg.qRelativeCFrameWeldValue
StringValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.upperLeftLeg.chest
Script	ReplicatedStorage.enemyProjectiles.Warrior Overlord.upperLeftLeg.qPerfectionWeld
Accessory	ReplicatedStorage.enemyProjectiles.Warrior Overlord.upperRightLeg
MeshPart	ReplicatedStorage.enemyProjectiles.Warrior Overlord.upperRightLeg.ArmorMesh
CFrameValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.upperRightLeg.ArmorMesh.qRelativeCFrameWeldValue
Part	ReplicatedStorage.enemyProjectiles.Warrior Overlord.upperRightLeg.Handle
Vector3Value	ReplicatedStorage.enemyProjectiles.Warrior Overlord.upperRightLeg.Handle.OriginalSize
Attachment	ReplicatedStorage.enemyProjectiles.Warrior Overlord.upperRightLeg.Handle.RightHipRigAttachment
CFrameValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.upperRightLeg.Handle.qRelativeCFrameWeldValue
MeshPart	ReplicatedStorage.enemyProjectiles.Warrior Overlord.upperRightLeg.LeftUpperLeg
StringValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.upperRightLeg.chest
Script	ReplicatedStorage.enemyProjectiles.Warrior Overlord.upperRightLeg.qPerfectionWeld
Accessory	ReplicatedStorage.enemyProjectiles.Warrior Overlord.waist
MeshPart	ReplicatedStorage.enemyProjectiles.Warrior Overlord.waist.ArmorMesh
CFrameValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.waist.ArmorMesh.qRelativeCFrameWeldValue
Part	ReplicatedStorage.enemyProjectiles.Warrior Overlord.waist.Handle
Vector3Value	ReplicatedStorage.enemyProjectiles.Warrior Overlord.waist.Handle.OriginalSize
Attachment	ReplicatedStorage.enemyProjectiles.Warrior Overlord.waist.Handle.WaistCenterAttachment
CFrameValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.waist.Handle.qRelativeCFrameWeldValue
StringValue	ReplicatedStorage.enemyProjectiles.Warrior Overlord.waist.chest
MeshPart	ReplicatedStorage.enemyProjectiles.Warrior Overlord.waist.newPart
Script	ReplicatedStorage.enemyProjectiles.Warrior Overlord.waist.qPerfectionWeld
Part	ReplicatedStorage.enemyProjectiles.aggressiveFreezePart
AlignPosition	ReplicatedStorage.enemyProjectiles.aggressiveFreezePart.AlignPosition
Attachment	ReplicatedStorage.enemyProjectiles.aggressiveFreezePart.Attachment
Model	ReplicatedStorage.enemyProjectiles.aggressiveLavaWalkerHit
Part	ReplicatedStorage.enemyProjectiles.aggressiveLavaWalkerHit.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.aggressiveLavaWalkerHit.hitBox
Part	ReplicatedStorage.enemyProjectiles.aggressiveLavaWalkerHit.precast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.aggressiveLavaWalkerHit.precast.ParticleEmitter
Model	ReplicatedStorage.enemyProjectiles.aoeSwipe
Part	ReplicatedStorage.enemyProjectiles.aoeSwipe.PrimaryPart
Attachment	ReplicatedStorage.enemyProjectiles.aoeSwipe.PrimaryPart.Attachment
Beam	ReplicatedStorage.enemyProjectiles.aoeSwipe.PrimaryPart.Beam
Part	ReplicatedStorage.enemyProjectiles.aoeSwipe.hitBox
Part	ReplicatedStorage.enemyProjectiles.aoeSwipe.precast
BillboardGui	ReplicatedStorage.enemyProjectiles.arrowDownGui
ImageLabel	ReplicatedStorage.enemyProjectiles.arrowDownGui.ImageLabel
Model	ReplicatedStorage.enemyProjectiles.artilleryMobShot
Part	ReplicatedStorage.enemyProjectiles.artilleryMobShot.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.artilleryMobShot.hitBox
Part	ReplicatedStorage.enemyProjectiles.artilleryMobShot.precast
MeshPart	ReplicatedStorage.enemyProjectiles.artilleryRock
Attachment	ReplicatedStorage.enemyProjectiles.artilleryRock.Attachment
Attachment	ReplicatedStorage.enemyProjectiles.artilleryRock.Attachment
PointLight	ReplicatedStorage.enemyProjectiles.artilleryRock.PointLight
Trail	ReplicatedStorage.enemyProjectiles.artilleryRock.Trail1
Trail	ReplicatedStorage.enemyProjectiles.artilleryRock.Trail2
Sound	ReplicatedStorage.enemyProjectiles.artilleryRock.explosion1
PitchShiftSoundEffect	ReplicatedStorage.enemyProjectiles.artilleryRock.explosion1.PitchShiftSoundEffect
ParticleEmitter	ReplicatedStorage.enemyProjectiles.artilleryRock.particle2
Model	ReplicatedStorage.enemyProjectiles.azrallikPunch
Part	ReplicatedStorage.enemyProjectiles.azrallikPunch.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.azrallikPunch.hitBox
Part	ReplicatedStorage.enemyProjectiles.azrallikPunch.precast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.azrallikPunch.precast.ParticleEmitter
ParticleEmitter	ReplicatedStorage.enemyProjectiles.azrallikPunch.precast.ParticleEmitter
ParticleEmitter	ReplicatedStorage.enemyProjectiles.azrallikPunch.precast.ParticleEmitter
Model	ReplicatedStorage.enemyProjectiles.azrallikPunchSpread
Part	ReplicatedStorage.enemyProjectiles.azrallikPunchSpread.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.azrallikPunchSpread.hitBox
Part	ReplicatedStorage.enemyProjectiles.azrallikPunchSpread.precast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.azrallikPunchSpread.precast.blackFlames
ParticleEmitter	ReplicatedStorage.enemyProjectiles.azrallikPunchSpread.precast.redFlames
Part	ReplicatedStorage.enemyProjectiles.battleMageOrb
Attachment	ReplicatedStorage.enemyProjectiles.battleMageOrb.Attachment
Attachment	ReplicatedStorage.enemyProjectiles.battleMageOrb.Attachment
ParticleEmitter	ReplicatedStorage.enemyProjectiles.battleMageOrb.Mist
Trail	ReplicatedStorage.enemyProjectiles.battleMageOrb.Trail
Model	ReplicatedStorage.enemyProjectiles.bellyFlopHit
Part	ReplicatedStorage.enemyProjectiles.bellyFlopHit.PrimaryPart
Sound	ReplicatedStorage.enemyProjectiles.bellyFlopHit.PrimaryPart.explosion1
Part	ReplicatedStorage.enemyProjectiles.bellyFlopHit.hitBox
Part	ReplicatedStorage.enemyProjectiles.bellyFlopHit.precast
MeshPart	ReplicatedStorage.enemyProjectiles.bigGolemRock
Model	ReplicatedStorage.enemyProjectiles.bigMageBeam
Part	ReplicatedStorage.enemyProjectiles.bigMageBeam.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.bigMageBeam.glowPart
Part	ReplicatedStorage.enemyProjectiles.bigMageBeam.hitBox
Part	ReplicatedStorage.enemyProjectiles.bigMageBeam.precast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bigMageBeam.precast.blackFlames
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bigMageBeam.precast.redFlames
Accessory	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff
Part	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Meshes/this/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Meshes/this/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Meshes/this/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Meshes/this/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Meshes/this/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Meshes/this/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.Part/Weld
Attachment	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.RightGripAttachment
Sound	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.hit
Sound	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Handle.swing
Model	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff
MeshPart	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Meshes/this
MeshPart	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Meshes/this
MeshPart	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Meshes/this
MeshPart	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Meshes/this
MeshPart	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Meshes/this
MeshPart	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Meshes/this
Part	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Part
Part	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Part
Part	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Part
Part	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Part
Part	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Part
Part	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Part
Part	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Part
Part	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Part
Part	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Part
Part	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Part
Part	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Part
Part	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Part
Part	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Part
Part	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Part
Part	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Part
Part	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Part
Part	ReplicatedStorage.enemyProjectiles.bigNpcMageStaff.Shattered Staff.Part
MeshPart	ReplicatedStorage.enemyProjectiles.bigRock
Part	ReplicatedStorage.enemyProjectiles.bonusBossBouncingOrb
Attachment	ReplicatedStorage.enemyProjectiles.bonusBossBouncingOrb.Attachment
Attachment	ReplicatedStorage.enemyProjectiles.bonusBossBouncingOrb.Attachment
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bonusBossBouncingOrb.ParticleEmitter
PointLight	ReplicatedStorage.enemyProjectiles.bonusBossBouncingOrb.PointLight
Trail	ReplicatedStorage.enemyProjectiles.bonusBossBouncingOrb.Trail
Part	ReplicatedStorage.enemyProjectiles.bonusBossBouncingOrbBad
Attachment	ReplicatedStorage.enemyProjectiles.bonusBossBouncingOrbBad.Attachment
Attachment	ReplicatedStorage.enemyProjectiles.bonusBossBouncingOrbBad.Attachment
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bonusBossBouncingOrbBad.ParticleEmitter
PointLight	ReplicatedStorage.enemyProjectiles.bonusBossBouncingOrbBad.PointLight
Trail	ReplicatedStorage.enemyProjectiles.bonusBossBouncingOrbBad.Trail
Part	ReplicatedStorage.enemyProjectiles.bonusBossBouncingOrbGood
Attachment	ReplicatedStorage.enemyProjectiles.bonusBossBouncingOrbGood.Attachment
Attachment	ReplicatedStorage.enemyProjectiles.bonusBossBouncingOrbGood.Attachment
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bonusBossBouncingOrbGood.ParticleEmitter
PointLight	ReplicatedStorage.enemyProjectiles.bonusBossBouncingOrbGood.PointLight
Trail	ReplicatedStorage.enemyProjectiles.bonusBossBouncingOrbGood.Trail
UnionOperation	ReplicatedStorage.enemyProjectiles.bonusBossFlamePreCast
Model	ReplicatedStorage.enemyProjectiles.bonusBossFreezingOrbBeam
MeshPart	ReplicatedStorage.enemyProjectiles.bonusBossFreezingOrbBeam.Beam
Part	ReplicatedStorage.enemyProjectiles.bonusBossFreezingOrbBeam.Particles
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bonusBossFreezingOrbBeam.Particles.ParticleEmitter
PointLight	ReplicatedStorage.enemyProjectiles.bonusBossFreezingOrbBeam.Particles.PointLight
MeshPart	ReplicatedStorage.enemyProjectiles.bonusBossFreezingOrbBeam.Portal
MeshPart	ReplicatedStorage.enemyProjectiles.bonusBossFreezingOrbBeam.Ring1
MeshPart	ReplicatedStorage.enemyProjectiles.bonusBossFreezingOrbBeam.Ring2
Model	ReplicatedStorage.enemyProjectiles.bonusBossGroundFlame
Part	ReplicatedStorage.enemyProjectiles.bonusBossGroundFlame.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.bonusBossGroundFlame.precast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bonusBossGroundFlame.precast.particles
Model	ReplicatedStorage.enemyProjectiles.bonusBossLongLine
Part	ReplicatedStorage.enemyProjectiles.bonusBossLongLine.Part
Part	ReplicatedStorage.enemyProjectiles.bonusBossLongLine.hitBox
Part	ReplicatedStorage.enemyProjectiles.bonusBossLongLine.precast
Model	ReplicatedStorage.enemyProjectiles.bonusBossMemoryModel
Part	ReplicatedStorage.enemyProjectiles.bonusBossMemoryModel.PrimaryPart
Attachment	ReplicatedStorage.enemyProjectiles.bonusBossMemoryModel.PrimaryPart.Attachment
Attachment	ReplicatedStorage.enemyProjectiles.bonusBossMemoryModel.PrimaryPart.Attachment
Beam	ReplicatedStorage.enemyProjectiles.bonusBossMemoryModel.PrimaryPart.Beam
Part	ReplicatedStorage.enemyProjectiles.bonusBossMemoryModel.leftHitbox
Part	ReplicatedStorage.enemyProjectiles.bonusBossMemoryModel.leftPrecast
Part	ReplicatedStorage.enemyProjectiles.bonusBossMemoryModel.leftPrecastGood
Part	ReplicatedStorage.enemyProjectiles.bonusBossMemoryModel.rightHitbox
Part	ReplicatedStorage.enemyProjectiles.bonusBossMemoryModel.rightPrecast
Part	ReplicatedStorage.enemyProjectiles.bonusBossMemoryModel.rightPrecastGood
Model	ReplicatedStorage.enemyProjectiles.bonusBossSmallSpiralFlame
Part	ReplicatedStorage.enemyProjectiles.bonusBossSmallSpiralFlame.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.bonusBossSmallSpiralFlame.precast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bonusBossSmallSpiralFlame.precast.particles
Model	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames
Model	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.1
Part	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.1.hitBox
Part	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.1.precast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.1.precast.particles
Model	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.2
Part	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.2.hitBox
Part	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.2.precast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.2.precast.particles
Model	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.3
Part	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.3.hitBox
Part	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.3.precast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.3.precast.particles
Model	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.4
Part	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.4.hitBox
Part	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.4.precast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.4.precast.particles
Model	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.5
Part	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.5.hitBox
Part	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.5.precast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.5.precast.particles
Model	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.6
Part	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.6.hitBox
Part	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.6.precast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.6.precast.particles
Model	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.7
Part	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.7.hitBox
Part	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.7.precast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.7.precast.particles
Model	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.8
Part	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.8.hitBox
Part	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.8.precast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.8.precast.particles
Model	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.9
Part	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.9.hitBox
Part	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.9.precast
ParticleEmitter	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.9.precast.particles
Part	ReplicatedStorage.enemyProjectiles.bonusBossSweepingFlames.PrimaryPart
Model	ReplicatedStorage.enemyProjectiles.bonusBossTallSwirly
Part	ReplicatedStorage.enemyProjectiles.bonusBossTallSwirly.Part
MeshPart	ReplicatedStorage.enemyProjectiles.bonusBossTallSwirly.Whirl1
MeshPart	ReplicatedStorage.enemyProjectiles.bonusBossTallSwirly.Whirl2
MeshPart	ReplicatedStorage.enemyProjectiles.bonusBossTallSwirly.tallSwirl
Model	ReplicatedStorage.enemyProjectiles.bookClone
Part	ReplicatedStorage.enemyProjectiles.bookClone.PrimaryPart
Part	ReplicatedStorage.enemyProjectiles.bookClone.glow
Part	ReplicatedStorage.enemyProjectiles.bookClone.hitBox
Model	ReplicatedStorage.enemyProjectiles.bookClone.insideBook
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Part
Part	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.PrimaryPart
Script	ReplicatedStorage.enemyProjectiles.bookClone.insideBook.Script
